ElectionDate	OfficeCode(Text)	DistrictCode(Text)	StatusCode	CountyCode	CountyName	OfficeDescription	PartyOrder	PartyName	PartyDescription	CandidateID	CandidateLastName	CandidateFirstName	CandidateMiddleName	CandidateFormerName	CandidateVotes	WriteIn(W)/Uncommitted(Z)	Recount(*)	Nominated(N)/Elected(E)
2016-11-08	06	00100	0	15	CHARLEVOIX	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			231			
2016-11-08	06	00100	0	16	CHEBOYGAN	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			7975			E
2016-11-08	06	00100	0	16	CHEBOYGAN	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			4889			
2016-11-08	06	00100	0	16	CHEBOYGAN	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			462			
2016-11-08	06	00100	0	16	CHEBOYGAN	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			164			
2016-11-08	06	00100	0	17	CHIPPEWA	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			8336			E
2016-11-08	06	00100	0	17	CHIPPEWA	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			6259			
2016-11-08	06	00100	0	17	CHIPPEWA	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			507			
2016-11-08	06	00100	0	17	CHIPPEWA	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			191			
2016-11-08	06	00100	0	20	CRAWFORD	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			3895			E
2016-11-08	06	00100	0	20	CRAWFORD	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			2449			
2016-11-08	06	00100	0	20	CRAWFORD	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			288			
2016-11-08	06	00100	0	20	CRAWFORD	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			82			
2016-11-08	06	00100	0	21	DELTA	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			9752			E
2016-11-08	06	00100	0	21	DELTA	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			7624			
2016-11-08	06	00100	0	21	DELTA	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			669			
2016-11-08	06	00100	0	21	DELTA	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			184			
2016-11-08	06	00100	0	22	DICKINSON	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			7636			E
2016-11-08	06	00100	0	22	DICKINSON	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			4648			
2016-11-08	06	00100	0	22	DICKINSON	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			529			
2016-11-08	06	00100	0	22	DICKINSON	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			122			
2016-11-08	06	00100	0	24	EMMET	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			10872			E
2016-11-08	06	00100	0	24	EMMET	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			7002			
2016-11-08	06	00100	0	24	EMMET	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			593			
2016-11-08	06	00100	0	24	EMMET	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			307			
2016-11-08	06	00100	0	27	GOGEBIC	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			3443			E
2016-11-08	06	00100	0	27	GOGEBIC	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			3388			
2016-11-08	06	00100	0	27	GOGEBIC	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			224			
2016-11-08	06	00100	0	27	GOGEBIC	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			109			
2016-11-08	06	00100	0	28	GD. TRAVERSE	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			28131			E
2016-11-08	06	00100	0	28	GD. TRAVERSE	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			20186			
2016-11-08	06	00100	0	28	GD. TRAVERSE	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			1952			
2016-11-08	06	00100	0	28	GD. TRAVERSE	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			835			
2016-11-08	06	00100	0	31	HOUGHTON	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			8215			E
2016-11-08	06	00100	0	31	HOUGHTON	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			6461			
2016-11-08	06	00100	0	31	HOUGHTON	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			645			
2016-11-08	06	00100	0	31	HOUGHTON	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			213			
2016-11-08	06	00100	0	36	IRON	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			3178			E
2016-11-08	06	00100	0	36	IRON	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			2331			
2016-11-08	06	00100	0	36	IRON	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			279			
2016-11-08	06	00100	0	36	IRON	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			54			
2016-11-08	06	00100	0	40	KALKASKA	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			5428			E
2016-11-08	06	00100	0	40	KALKASKA	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			2763			
2016-11-08	06	00100	0	40	KALKASKA	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			350			
2016-11-08	06	00100	0	40	KALKASKA	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			130			
2016-11-08	06	00100	0	42	KEWEENAW	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			799			E
2016-11-08	06	00100	0	42	KEWEENAW	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			536			
2016-11-08	06	00100	0	42	KEWEENAW	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			67			
2016-11-08	06	00100	0	42	KEWEENAW	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			17			
2016-11-08	06	00100	0	45	LEELANAU	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			7545			E
2016-11-08	06	00100	0	45	LEELANAU	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			6592			
2016-11-08	06	00100	0	45	LEELANAU	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			395			
2016-11-08	06	00100	0	45	LEELANAU	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			182			
2016-11-08	06	00100	0	48	LUCE	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			1573			E
2016-11-08	06	00100	0	48	LUCE	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			837			
2016-11-08	06	00100	0	48	LUCE	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			90			
2016-11-08	06	00100	0	48	LUCE	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			32			
2016-11-08	06	00100	0	49	MACKINAC	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			3433			E
2016-11-08	06	00100	0	49	MACKINAC	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			2367			
2016-11-08	06	00100	0	49	MACKINAC	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			204			
2016-11-08	06	00100	0	49	MACKINAC	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			69			
2016-11-08	06	00100	0	51	MANISTEE	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			6355			E
2016-11-08	06	00100	0	51	MANISTEE	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			5378			
2016-11-08	06	00100	0	51	MANISTEE	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			461			
2016-11-08	06	00100	0	51	MANISTEE	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			198			
2016-11-08	06	00100	0	52	MARQUETTE	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			14074			E
2016-11-08	06	00100	0	52	MARQUETTE	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			16779			
2016-11-08	06	00100	0	52	MARQUETTE	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			1417			
2016-11-08	06	00100	0	52	MARQUETTE	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			464			
2016-11-08	06	00100	0	53	MASON	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			2258			E
2016-11-08	06	00100	0	53	MASON	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			1442			
2016-11-08	06	00100	0	53	MASON	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			149			
2016-11-08	06	00100	0	53	MASON	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			54			
2016-11-08	06	00100	0	55	MENOMINEE	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			5787			E
2016-11-08	06	00100	0	55	MENOMINEE	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			4024			
2016-11-08	06	00100	0	55	MENOMINEE	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			404			
2016-11-08	06	00100	0	55	MENOMINEE	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			102			
2016-11-08	06	00100	0	60	MONTMORENCY	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			2963			E
2016-11-08	06	00100	0	60	MONTMORENCY	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			1664			
2016-11-08	06	00100	0	60	MONTMORENCY	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			217			
2016-11-08	06	00100	0	60	MONTMORENCY	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			57			
2016-11-08	06	00100	0	66	ONTONAGON	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			1800			E
2016-11-08	06	00100	0	66	ONTONAGON	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			1421			
2016-11-08	06	00100	0	66	ONTONAGON	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			156			
2016-11-08	06	00100	0	66	ONTONAGON	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			24			
2016-11-08	06	00100	0	68	OSCODA	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			2466			E
2016-11-08	06	00100	0	68	OSCODA	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			1300			
2016-11-08	06	00100	0	68	OSCODA	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			180			
2016-11-08	06	00100	0	68	OSCODA	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			37			
2016-11-08	06	00100	0	69	OTSEGO	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			7771			E
2016-11-08	06	00100	0	69	OTSEGO	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			3937			
2016-11-08	06	00100	0	69	OTSEGO	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			503			
2016-11-08	06	00100	0	69	OTSEGO	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			160			
2016-11-08	06	00100	0	71	PRESQUE ISLE	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			3930			E
2016-11-08	06	00100	0	71	PRESQUE ISLE	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			2848			
2016-11-08	06	00100	0	71	PRESQUE ISLE	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			288			
2016-11-08	06	00100	0	71	PRESQUE ISLE	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			68			
2016-11-08	06	00100	0	77	SCHOOLCRAFT	1st District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1061	Bergman	Jack			2161			E
2016-11-08	06	00100	0	77	SCHOOLCRAFT	1st District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1062	Johnson	Lon			1690			
2016-11-08	06	00100	0	77	SCHOOLCRAFT	1st District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1088	Bostow	Diane			155			
2016-11-08	06	00100	0	77	SCHOOLCRAFT	1st District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1116	Boal	Ellis			51			
2016-11-08	06	00200	0	3	ALLEGAN	2nd District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1059	Huizenga	Bill			656			E
2016-11-08	06	00200	0	3	ALLEGAN	2nd District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1083	Murphy	Dennis	B.		374			
2016-11-08	06	00200	0	3	ALLEGAN	2nd District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1089	Haas	Erwin	J.		24			
2016-11-08	06	00200	0	3	ALLEGAN	2nd District Representative in Congress 2 Year Term (1) Position	04	UST	US Taxpayers	-1105	Graeser	Ronald	E.		9			
2016-11-08	06	00200	0	3	ALLEGAN	2nd District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1117	Brady	Matthew	A.		10			
2016-11-08	06	00200	0	3	ALLEGAN	2nd District Representative in Congress 2 Year Term (1) Position	08	NPA	No  Affiliation	-1048	Arnold	Joshua			0	W		
2016-11-08	06	00200	0	41	KENT	2nd District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1059	Huizenga	Bill			41374			E
2016-11-08	06	00200	0	41	KENT	2nd District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1083	Murphy	Dennis	B.		28494			
2016-11-08	06	00200	0	41	KENT	2nd District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1089	Haas	Erwin	J.		2030			
2016-11-08	06	00200	0	41	KENT	2nd District Representative in Congress 2 Year Term (1) Position	04	UST	US Taxpayers	-1105	Graeser	Ronald	E.		509			
2016-11-08	06	00200	0	41	KENT	2nd District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1117	Brady	Matthew	A.		1276			
2016-11-08	06	00200	0	41	KENT	2nd District Representative in Congress 2 Year Term (1) Position	08	NPA	No  Affiliation	-1048	Arnold	Joshua			0	W		
2016-11-08	06	00200	0	43	LAKE	2nd District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1059	Huizenga	Bill			2990			E
2016-11-08	06	00200	0	43	LAKE	2nd District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1083	Murphy	Dennis	B.		1740			
2016-11-08	06	00200	0	43	LAKE	2nd District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1089	Haas	Erwin	J.		122			
2016-11-08	06	00200	0	43	LAKE	2nd District Representative in Congress 2 Year Term (1) Position	04	UST	US Taxpayers	-1105	Graeser	Ronald	E.		80			
2016-11-08	06	00200	0	43	LAKE	2nd District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1117	Brady	Matthew	A.		115			
2016-11-08	06	00200	0	43	LAKE	2nd District Representative in Congress 2 Year Term (1) Position	08	NPA	No  Affiliation	-1048	Arnold	Joshua			8	W		
2016-11-08	06	00200	0	53	MASON	2nd District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1059	Huizenga	Bill			6617			E
2016-11-08	06	00200	0	53	MASON	2nd District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1083	Murphy	Dennis	B.		3411			
2016-11-08	06	00200	0	53	MASON	2nd District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1089	Haas	Erwin	J.		204			
2016-11-08	06	00200	0	53	MASON	2nd District Representative in Congress 2 Year Term (1) Position	04	UST	US Taxpayers	-1105	Graeser	Ronald	E.		82			
2016-11-08	06	00200	0	53	MASON	2nd District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1117	Brady	Matthew	A.		188			
2016-11-08	06	00200	0	53	MASON	2nd District Representative in Congress 2 Year Term (1) Position	08	NPA	No  Affiliation	-1048	Arnold	Joshua			0	W		
2016-11-08	06	00200	0	61	MUSKEGON	2nd District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1059	Huizenga	Bill			38385			E
2016-11-08	06	00200	0	61	MUSKEGON	2nd District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1083	Murphy	Dennis	B.		32819			
2016-11-08	06	00200	0	61	MUSKEGON	2nd District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1089	Haas	Erwin	J.		1800			
2016-11-08	06	00200	0	61	MUSKEGON	2nd District Representative in Congress 2 Year Term (1) Position	04	UST	US Taxpayers	-1105	Graeser	Ronald	E.		796			
2016-11-08	06	00200	0	61	MUSKEGON	2nd District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1117	Brady	Matthew	A.		1368			
2016-11-08	06	00200	0	61	MUSKEGON	2nd District Representative in Congress 2 Year Term (1) Position	08	NPA	No  Affiliation	-1048	Arnold	Joshua			0	W		
2016-11-08	06	00200	0	62	NEWAYGO	2nd District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1059	Huizenga	Bill			15308			E
2016-11-08	06	00200	0	62	NEWAYGO	2nd District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1083	Murphy	Dennis	B.		5357			
2016-11-08	06	00200	0	62	NEWAYGO	2nd District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1089	Haas	Erwin	J.		521			
2016-11-08	06	00200	0	62	NEWAYGO	2nd District Representative in Congress 2 Year Term (1) Position	04	UST	US Taxpayers	-1105	Graeser	Ronald	E.		449			
2016-11-08	06	00200	0	62	NEWAYGO	2nd District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1117	Brady	Matthew	A.		365			
2016-11-08	06	00200	0	62	NEWAYGO	2nd District Representative in Congress 2 Year Term (1) Position	08	NPA	No  Affiliation	-1048	Arnold	Joshua			0	W		
2016-11-08	06	00200	0	64	OCEANA	2nd District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1059	Huizenga	Bill			7768			E
2016-11-08	06	00200	0	64	OCEANA	2nd District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1083	Murphy	Dennis	B.		3287			
2016-11-08	06	00200	0	64	OCEANA	2nd District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1089	Haas	Erwin	J.		254			
2016-11-08	06	00200	0	64	OCEANA	2nd District Representative in Congress 2 Year Term (1) Position	04	UST	US Taxpayers	-1105	Graeser	Ronald	E.		128			
2016-11-08	06	00200	0	64	OCEANA	2nd District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1117	Brady	Matthew	A.		167			
2016-11-08	06	00200	0	64	OCEANA	2nd District Representative in Congress 2 Year Term (1) Position	08	NPA	No  Affiliation	-1048	Arnold	Joshua			0	W		
2016-11-08	06	00200	0	70	OTTAWA	2nd District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1059	Huizenga	Bill			99410			E
2016-11-08	06	00200	0	70	OTTAWA	2nd District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1083	Murphy	Dennis	B.		34909			
2016-11-08	06	00200	0	70	OTTAWA	2nd District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1089	Haas	Erwin	J.		3199			
2016-11-08	06	00200	0	70	OTTAWA	2nd District Representative in Congress 2 Year Term (1) Position	04	UST	US Taxpayers	-1105	Graeser	Ronald	E.		851			
2016-11-08	06	00200	0	70	OTTAWA	2nd District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1117	Brady	Matthew	A.		1864			
2016-11-08	06	00200	0	70	OTTAWA	2nd District Representative in Congress 2 Year Term (1) Position	08	NPA	No  Affiliation	-1048	Arnold	Joshua			10	W		
2016-11-08	06	00300	0	8	BARRY	3rd District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1066	Amash	Justin			20174			E
2016-11-08	06	00300	0	8	BARRY	3rd District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1075	Smith	Douglas			8137			
2016-11-08	06	00300	0	8	BARRY	3rd District Representative in Congress 2 Year Term (1) Position	04	UST	US Taxpayers	-1106	Gerrard	Ted			1270			
2016-11-08	06	00300	0	13	CALHOUN	3rd District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1066	Amash	Justin			31785			E
2016-11-08	06	00300	0	13	CALHOUN	3rd District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1075	Smith	Douglas			22492			
2016-11-08	06	00300	0	13	CALHOUN	3rd District Representative in Congress 2 Year Term (1) Position	04	UST	US Taxpayers	-1106	Gerrard	Ted			2291			
2016-11-08	06	00300	0	34	IONIA	3rd District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1066	Amash	Justin			17406			E
2016-11-08	06	00300	0	34	IONIA	3rd District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1075	Smith	Douglas			7492			
2016-11-08	06	00300	0	34	IONIA	3rd District Representative in Congress 2 Year Term (1) Position	04	UST	US Taxpayers	-1106	Gerrard	Ted			1093			
2016-11-08	06	00300	0	41	KENT	3rd District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1066	Amash	Justin			132870			E
2016-11-08	06	00300	0	41	KENT	3rd District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1075	Smith	Douglas			89663			
2016-11-08	06	00300	0	41	KENT	3rd District Representative in Congress 2 Year Term (1) Position	04	UST	US Taxpayers	-1106	Gerrard	Ted			5706			
2016-11-08	06	00300	0	59	MONTCALM	3rd District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1066	Amash	Justin			1310			E
2016-11-08	06	00300	0	59	MONTCALM	3rd District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1075	Smith	Douglas			616			
2016-11-08	06	00300	0	59	MONTCALM	3rd District Representative in Congress 2 Year Term (1) Position	04	UST	US Taxpayers	-1106	Gerrard	Ted			60			
2016-11-08	06	00400	0	18	CLARE	4th District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1081	Moolenaar	John			8161			E
2016-11-08	06	00400	0	18	CLARE	4th District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1103	Wirth	Debra			3872			
2016-11-08	06	00400	0	18	CLARE	4th District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1090	Schwartz	Leonard			286			
2016-11-08	06	00400	0	18	CLARE	4th District Representative in Congress 2 Year Term (1) Position	04	UST	US Taxpayers	-1107	Zimmer	George	M.		245			
2016-11-08	06	00400	0	18	CLARE	4th District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1118	Salvi	Jordan			143			
2016-11-08	06	00400	0	18	CLARE	4th District Representative in Congress 2 Year Term (1) Position	06	NLP	Natural Law	-1114	Butkovich	Keith			74			
2016-11-08	06	00400	0	19	CLINTON	4th District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1081	Moolenaar	John			22103			E
2016-11-08	06	00400	0	19	CLINTON	4th District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1103	Wirth	Debra			14621			
2016-11-08	06	00400	0	19	CLINTON	4th District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1090	Schwartz	Leonard			1188			
2016-11-08	06	00400	0	19	CLINTON	4th District Representative in Congress 2 Year Term (1) Position	04	UST	US Taxpayers	-1107	Zimmer	George	M.		583			
2016-11-08	06	00400	0	19	CLINTON	4th District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1118	Salvi	Jordan			405			
2016-11-08	06	00400	0	19	CLINTON	4th District Representative in Congress 2 Year Term (1) Position	06	NLP	Natural Law	-1114	Butkovich	Keith			173			
2016-11-08	06	00400	0	26	GLADWIN	4th District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1081	Moolenaar	John			7834			E
2016-11-08	06	00400	0	26	GLADWIN	4th District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1103	Wirth	Debra			3550			
2016-11-08	06	00400	0	26	GLADWIN	4th District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1090	Schwartz	Leonard			232			
2016-11-08	06	00400	0	26	GLADWIN	4th District Representative in Congress 2 Year Term (1) Position	04	UST	US Taxpayers	-1107	Zimmer	George	M.		201			
2016-11-08	06	00400	0	26	GLADWIN	4th District Representative in Congress 2 Year Term (1) Position	05	GRN	Green	-1118	Salvi	Jordan			105			
2016-11-08	06	00400	0	26	GLADWIN	4th District Representative in Congress 2 Year Term (1) Position	06	NLP	Natural Law	-1114	Butkovich	Keith			70			
2016-11-08	06	00400	0	29	GRATIOT	4th District Representative in Congress 2 Year Term (1) Position	01	REP	Republican	-1081	Moolenaar	John			9833			E
2016-11-08	06	00400	0	29	GRATIOT	4th District Representative in Congress 2 Year Term (1) Position	02	DEM	Democratic	-1103	Wirth	Debra			4963			
2016-11-08	06	00400	0	29	GRATIOT	4th District Representative in Congress 2 Year Term (1) Position	03	LIB	Libertarian	-1090	Schwartz	Leonard			453			
